,aiheat
2025-08-24 20:13:16.846942,0.3676007474231139
2025-08-25 20:13:16.846942,0.3580865925083925
2025-08-26 20:13:16.846942,0.3485931627084672
2025-08-27 20:13:16.846942,0.3391204203731333
2025-08-28 20:13:16.846942,0.32966832787027434
2025-08-29 20:13:16.846942,0.32023684758632043
2025-08-30 20:13:16.846942,0.3108259419265107
2025-08-31 20:13:16.846942,0.3014355733152599
2025-09-01 20:13:16.846942,0.29206570419646266
2025-09-02 20:13:16.846942,0.282716297033891
2025-09-03 20:13:16.846942,0.27338731431143226
2025-09-04 20:13:16.846942,0.26407871853351195
2025-09-05 20:13:16.846942,0.25479047222532436
2025-09-06 20:13:16.846942,0.24552253793323048
2025-09-07 20:13:16.846942,0.23627487822505405
2025-09-08 20:13:16.846942,0.2270474556903651
2025-09-09 20:13:16.846942,0.2178402329408443
2025-09-10 20:13:16.846942,0.20865317261056976
2025-09-11 20:13:16.846942,0.1994862373563327
2025-09-12 20:13:16.846942,0.19033938985793258
2025-09-13 20:13:16.846942,0.18121259281850916
2025-09-14 20:13:16.846942,0.17210580896482347
2025-09-15 20:13:16.846942,0.16301900104756484
2025-09-16 20:13:16.846942,0.15395213184165338
2025-09-17 20:13:16.846942,0.1449051641465171
2025-09-18 20:13:16.846942,0.13587806078641146
2025-09-19 20:13:16.846942,0.12687078461071197
2025-09-20 20:13:16.846942,0.11788329849416224
2025-09-21 20:13:16.846942,0.10891556533720124
2025-09-22 20:13:16.846942,0.09996754806624543
2025-09-23 20:13:16.846942,0.09103920963396779
2025-09-24 20:13:16.846942,0.08213051301952025
2025-09-25 20:13:16.846942,0.07324142122892566
2025-09-26 20:13:16.846942,0.06437189729525401
2025-09-27 20:13:16.846942,0.055521904278933575
2025-09-28 20:13:16.846942,0.04669140526801997
2025-09-29 20:13:16.846942,0.03788036337847973
2025-09-30 20:13:16.846942,0.029088741754428837
2025-10-01 20:13:16.846942,0.020316503568398432
2025-10-02 20:13:16.846942,0.01156361202164094
2025-10-03 20:13:16.846942,0.0028300303443097594
2025-10-04 20:13:16.846942,-0.005884278204175638
2025-10-05 20:13:16.846942,-0.014579350335001854
2025-10-06 20:13:16.846942,-0.023255222729595064
2025-10-07 20:13:16.846942,-0.03191193203940579
2025-10-08 20:13:16.846942,-0.040549514885688
2025-10-09 20:13:16.846942,-0.04916800785924838
2025-10-10 20:13:16.846942,-0.05776744752015157
2025-10-11 20:13:16.846942,-0.06634787039752482
2025-10-12 20:13:16.846942,-0.07490931298930442
2025-10-13 20:13:16.846942,-0.08345181176199139
2025-10-14 20:13:16.846942,-0.09197540315041418
2025-10-15 20:13:16.846942,-0.10048012355750711
2025-10-16 20:13:16.846942,-0.10896600935406532
2025-10-17 20:13:16.846942,-0.1174330968784997
2025-10-18 20:13:16.846942,-0.1258814224366508
2025-10-19 20:13:16.846942,-0.13431102230151962
2025-10-20 20:13:16.846942,-0.14272193271307584
2025-10-21 20:13:16.846942,-0.15111418987799718
2025-10-22 20:13:16.846942,-0.15948782996947192
2025-10-23 20:13:16.846942,-0.16784288912700343
2025-10-24 20:13:16.846942,-0.1761794034561441
2025-10-25 20:13:16.846942,-0.18449740902832037
2025-10-26 20:13:16.846942,-0.19279694188058205
2025-10-27 20:13:16.846942,-0.20107803801543475
2025-10-28 20:13:16.846942,-0.20934073340060405
2025-10-29 20:13:16.846942,-0.21758506396881594
2025-10-30 20:13:16.846942,-0.22581106561764777
2025-10-31 20:13:16.846942,-0.23401877420923978
2025-11-01 20:13:16.846942,-0.2422082255701638
2025-11-02 20:13:16.846942,-0.2503794554912143
2025-11-03 20:13:16.846942,-0.25853249972715564
2025-11-04 20:13:16.846942,-0.26666739399659906
2025-11-05 20:13:16.846942,-0.2747841739817713
2025-11-06 20:13:16.846942,-0.282882875328317
2025-11-07 20:13:16.846942,-0.2909635336451027
2025-11-08 20:13:16.846942,-0.2990261845040925
2025-11-09 20:13:16.846942,-0.3070708634400556
2025-11-10 20:13:16.846942,-0.3150976059504765
2025-11-11 20:13:16.846942,-0.323106447495318
2025-11-12 20:13:16.846942,-0.3310974234968451
2025-11-13 20:13:16.846942,-0.3390705693394734
2025-11-14 20:13:16.846942,-0.3470259203695705
2025-11-15 20:13:16.846942,-0.3549635118952633
2025-11-16 20:13:16.846942,-0.3628833791862963
2025-11-17 20:13:16.846942,-0.370785557473838
2025-11-18 20:13:16.846942,-0.37867008195032975
2025-11-19 20:13:16.846942,-0.3865369877692926
2025-11-20 20:13:16.846942,-0.39438631004515823
2025-11-21 20:13:16.846942,-0.4022180838531269
2025-11-22 20:13:16.846942,-0.4100323442290019
2025-11-23 20:13:16.846942,-0.4178291261689972
2025-11-24 20:13:16.846942,-0.4256084646295986
2025-11-25 20:13:16.846942,-0.4333703945274123
2025-11-26 20:13:16.846942,-0.44111495073898593
2025-11-27 20:13:16.846942,-0.44884216810066
2025-11-28 20:13:16.846942,-0.4565520814084391
2025-11-29 20:13:16.846942,-0.46424472541777434
2025-11-30 20:13:16.846942,-0.4719201348435097
2025-12-01 20:13:16.846942,-0.47957834435962327
2025-12-02 20:13:16.846942,-0.487219388599167
2025-12-03 20:13:16.846942,-0.49484330215408556
2025-12-04 20:13:16.846942,-0.5024501195750493
2025-12-05 20:13:16.846942,-0.5100398753713621
2025-12-06 20:13:16.846942,-0.517612604010785
2025-12-07 20:13:16.846942,-0.5251683399193802
2025-12-08 20:13:16.846942,-0.5327071174814277
2025-12-09 20:13:16.846942,-0.5402289710392507
2025-12-10 20:13:16.846942,-0.547733934893068
2025-12-11 20:13:16.846942,-0.5552220433008919
2025-12-12 20:13:16.846942,-0.5626933304783862
2025-12-13 20:13:16.846942,-0.5701478305987185
2025-12-14 20:13:16.846942,-0.5775855777924598
2025-12-15 20:13:16.846942,-0.5850066061474087
2025-12-16 20:13:16.846942,-0.5924109497085442
2025-12-17 20:13:16.846942,-0.5997986424778184
2025-12-18 20:13:16.846942,-0.6071697184140594
2025-12-19 20:13:16.846942,-0.6145242114329114
2025-12-20 20:13:16.846942,-0.6218621554066022
2025-12-21 20:13:16.846942,-0.6291835841638928
2025-12-22 20:13:16.846942,-0.6364885314899847
2025-12-23 20:13:16.846942,-0.6437770311263312
2025-12-24 20:13:16.846942,-0.6510491167705821
2025-12-25 20:13:16.846942,-0.658304822076417
2025-12-26 20:13:16.846942,-0.6655441806535076
2025-12-27 20:13:16.846942,-0.6727672260673415
2025-12-28 20:13:16.846942,-0.6799739918391066
2025-12-29 20:13:16.846942,-0.6871645114456544
2025-12-30 20:13:16.846942,-0.6943388183193369
2025-12-31 20:13:16.846942,-0.7014969458479087
2026-01-01 20:13:16.846942,-0.7086389273744177
2026-01-02 20:13:16.846942,-0.7157647961971464
2026-01-03 20:13:16.846942,-0.7228745855694426
2026-01-04 20:13:16.846942,-0.7299683286996863
2026-01-05 20:13:16.846942,-0.7370460587511436
2026-01-06 20:13:16.846942,-0.7441078088418658
2026-01-07 20:13:16.846942,-0.7511536120446671
2026-01-08 20:13:16.846942,-0.7581835013869158
2026-01-09 20:13:16.846942,-0.7651975098505458
2026-01-10 20:13:16.846942,-0.7721956703719067
2026-01-11 20:13:16.846942,-0.7791780158416735
2026-01-12 20:13:16.846942,-0.7861445791047934
2026-01-13 20:13:16.846942,-0.7930953929603428
2026-01-14 20:13:16.846942,-0.8000304901615137
2026-01-15 20:13:16.846942,-0.8069499034154533
2026-01-16 20:13:16.846942,-0.8138536653832136
2026-01-17 20:13:16.846942,-0.8207418086796854
2026-01-18 20:13:16.846942,-0.8276143658734796
2026-01-19 20:13:16.846942,-0.8344713694868722
2026-01-20 20:13:16.846942,-0.8413128519957208
2026-01-21 20:13:16.846942,-0.8481388458293717
2026-01-22 20:13:16.846942,-0.8549493833705982
2026-01-23 20:13:16.846942,-0.8617444969555266
2026-01-24 20:13:16.846942,-0.8685242188735275
2026-01-25 20:13:16.846942,-0.8752885813672009
2026-01-26 20:13:16.846942,-0.8820376166322432
2026-01-27 20:13:16.846942,-0.8887713568174255
2026-01-28 20:13:16.846942,-0.8954898340245006
2026-01-29 20:13:16.846942,-0.902193080308102
2026-01-30 20:13:16.846942,-0.9088811276757552
2026-01-31 20:13:16.846942,-0.9155540080877299
2026-02-01 20:13:16.846942,-0.9222117534570214
2026-02-02 20:13:16.846942,-0.9288543956492681
2026-02-03 20:13:16.846942,-0.9354819664827021
2026-02-04 20:13:16.846942,-0.9420944977280781
2026-02-05 20:13:16.846942,-0.948692021108578
2026-02-06 20:13:16.846942,-0.9552745682998377
2026-02-07 20:13:16.846942,-0.9618421709298007
2026-02-08 20:13:16.846942,-0.9683948605786822
2026-02-09 20:13:16.846942,-0.9749326687789607
2026-02-10 20:13:16.846942,-0.9814556270152592
2026-02-11 20:13:16.846942,-0.9879637667243175
2026-02-12 20:13:16.846942,-0.9944571192949317
2026-02-13 20:13:16.846942,-1.0009357160679393
2026-02-14 20:13:16.846942,-1.007399588336086
2026-02-15 20:13:16.846942,-1.0138487673440557
2026-02-16 20:13:16.846942,-1.0202832842883738
2026-02-17 20:13:16.846942,-1.0267031703173874
2026-02-18 20:13:16.846942,-1.0331084565311852
2026-02-19 20:13:16.846942,-1.0394991739815826
2026-02-20 20:13:16.846942,-1.045875353672036
2026-02-21 20:13:16.846942,-1.0522370265576708
2026-02-22 20:13:16.846942,-1.0585842235451455
2026-02-23 20:13:16.846942,-1.0649169754926757
2026-02-24 20:13:16.846942,-1.0712353132099663
2026-02-25 20:13:16.846942,-1.077539267458175
2026-02-26 20:13:16.846942,-1.083828868949874
2026-02-27 20:13:16.846942,-1.090104148349001
2026-02-28 20:13:16.846942,-1.0963651362708464
2026-03-01 20:13:16.846942,-1.1026118632819566
2026-03-02 20:13:16.846942,-1.1088443599002167
2026-03-03 20:13:16.846942,-1.115062656594662
2026-03-04 20:13:16.846942,-1.1212667837855637
2026-03-05 20:13:16.846942,-1.1274567718443278
2026-03-06 20:13:16.846942,-1.133632651093528
2026-03-07 20:13:16.846942,-1.1397944518067735
2026-03-08 20:13:16.846942,-1.1459422042087923
2026-03-09 20:13:16.846942,-1.152075938475311
2026-03-10 20:13:16.846942,-1.1581956847330666
2026-03-11 20:13:16.846942,-1.164301473059817
2026-03-12 20:13:16.846942,-1.1703933334841932
2026-03-13 20:13:16.846942,-1.1764712959858135
2026-03-14 20:13:16.846942,-1.1825353904951768
2026-03-15 20:13:16.846942,-1.1885856468936413
2026-03-16 20:13:16.846942,-1.194622095013435
2026-03-17 20:13:16.846942,-1.2006447646375948
2026-03-18 20:13:16.846942,-1.20665368549999
2026-03-19 20:13:16.846942,-1.2126488872852328
2026-03-20 20:13:16.846942,-1.2186303996287369
2026-03-21 20:13:16.846942,-1.2245982521166436
2026-03-22 20:13:16.846942,-1.230552474285811
2026-03-23 20:13:16.846942,-1.2364930956238285
2026-03-24 20:13:16.846942,-1.2424201455689428
2026-03-25 20:13:16.846942,-1.248333653510101
2026-03-26 20:13:16.846942,-1.2542336487868897
2026-03-27 20:13:16.846942,-1.2601201606895551
2026-03-28 20:13:16.846942,-1.2659932184589584
2026-03-29 20:13:16.846942,-1.2718528512865823
2026-03-30 20:13:16.846942,-1.2776990883145054
2026-03-31 20:13:16.846942,-1.283531958635407
2026-04-01 20:13:16.846942,-1.2893514912925412
2026-04-02 20:13:16.846942,-1.2951577152797331
2026-04-03 20:13:16.846942,-1.3009506595413673
2026-04-04 20:13:16.846942,-1.3067303529723917
2026-04-05 20:13:16.846942,-1.312496824418272
2026-04-06 20:13:16.846942,-1.318250102675034
2026-04-07 20:13:16.846942,-1.3239902164892072
2026-04-08 20:13:16.846942,-1.3297171945578956
2026-04-09 20:13:16.846942,-1.3354310655286576
2026-04-10 20:13:16.846942,-1.3411318579996183
2026-04-11 20:13:16.846942,-1.3468196005193833
2026-04-12 20:13:16.846942,-1.352494321587069
2026-04-13 20:13:16.846942,-1.3581560496523202
2026-04-14 20:13:16.846942,-1.3638048131152598
2026-04-15 20:13:16.846942,-1.3694406403265302
2026-04-16 20:13:16.846942,-1.3750635595872456
2026-04-17 20:13:16.846942,-1.3806735991490753
2026-04-18 20:13:16.846942,-1.3862707872141633
2026-04-19 20:13:16.846942,-1.3918551519351283
2026-04-20 20:13:16.846942,-1.39742672141516
2026-04-21 20:13:16.846942,-1.4029855237079172
2026-04-22 20:13:16.846942,-1.408531586817606
2026-04-23 20:13:16.846942,-1.4140649386989008
2026-04-24 20:13:16.846942,-1.4195856072570396
2026-04-25 20:13:16.846942,-1.4250936203478128
2026-04-26 20:13:16.846942,-1.4305890057774915
2026-04-27 20:13:16.846942,-1.4360717913029086
2026-04-28 20:13:16.846942,-1.441542004631479
2026-04-29 20:13:16.846942,-1.4469996734211439
2026-04-30 20:13:16.846942,-1.4524448252804347
2026-05-01 20:13:16.846942,-1.4578774877684209
2026-05-02 20:13:16.846942,-1.4632976883948186
2026-05-03 20:13:16.846942,-1.4687054546198812
2026-05-04 20:13:16.846942,-1.47410081385452
2026-05-05 20:13:16.846942,-1.4794837934602416
2026-05-06 20:13:16.846942,-1.484854420749199
